id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
268302,-0.2192388148440663,0.0370801418816836,2.8926415266433505,0.5201465625354442,1.0039709380567798,2.3143212273897262,0.6452951939150497,-0.1862861571990288,0.5711614870984132,3.5550787682176783,0.0530678219200387,0.2554401363634146,-0.1853639229242842,0.1054720461581297,2.1192985895570127,0.076324722443656,0.3695323487685723,0.07146436419559,-0.0158961088055337,1.1824501164003036,-0.2532593806045707,0.4546133630402111,-0.377458046572633,-1.4370182281742936,-0.2998748856594354,0.7215291134842764,-0.2860528202320331,-2.18370630663592,20202.0,0
121931,0.9016990310383785,-0.3518012904415684,1.0174320735048712,0.2048503972377527,0.1935410331807642,0.8392283115857601,0.2918066841031085,-0.0762956675082955,0.1619889718564631,1.0012340796742842,-0.1360462696914581,0.7721167096135041,-0.4374589897075248,0.9378975729752832,0.4205930953851001,1.220941152667691,0.2086793398791077,0.5474720296714858,-1.278596201521001,-0.3431333154904845,-0.0255827442897323,0.4461102110773848,-0.1040284626777539,-0.5505745340480722,0.5035618606059064,0.3083983450714693,-0.2145391951188767,-0.06963486031652,19114.6,0
68049,-0.074026646091869,-0.4494605586311808,1.9767532889030843,-1.4306655537904498,0.0236973898887546,0.1087495646007359,0.5227427854420925,-0.1582831243414353,-0.0197335778016942,0.4886231964683942,-1.5579676085383647,0.4074936310861463,-0.1903418453443645,0.4879512600761189,-1.0646230533967007,-0.2416278337272072,0.5249731030566687,0.9326719793478636,-0.9667761318670636,-0.6104770094315932,-0.2705341218585739,-0.6178705207087875,-0.2314083374195198,0.908731239251162,0.4860452648835678,1.986778454460003,-0.2784084666175493,0.0200487642182508,22600.78,0
244047,-0.0281080712967187,-0.4842339066318897,1.4206632993621588,-0.9548746660992398,0.8208845415443758,0.2967912032337154,0.9395804703648796,-0.4197611279782177,1.2838089149871406,1.245879795984072,-0.0397495695732464,0.9440220290945742,0.5356332600830228,0.2699938542882413,0.5081117026328054,0.4845526566237707,0.0171222363699473,0.6787947201071841,0.2627422426259634,-0.2155031793380839,-0.1947974786626856,0.2534650074222233,0.131677359490634,-0.6199115702965209,-2.399561133470275,-2.5037948337697578,-1.3903095919462731,-1.6373998275661712,22691.4,0
243431,-0.2194105837869235,-0.4361496491873779,1.673046340954358,-2.5412046883531008,0.4717123625324373,0.6718132135043198,0.9634596411757452,-0.2308695240664371,0.9055293259734368,0.2381722787587702,-0.2207681985935919,1.018071708557356,0.2653037761887676,0.4316126168741045,-0.3483820513299011,1.1175946490918465,0.0323939913088354,0.4565783806596874,-0.6357344340925121,-0.2543120513706375,-0.2156427771488109,-0.5139482484683794,-0.3045288966693235,0.5113245040886389,0.4225402448885854,0.4128900945629768,-0.8293719189435604,-1.0625527692747083,1565.51,0
99944,0.9254261695166286,-0.7483570210440074,0.973606924095338,-0.4153742606462904,-0.1017556711390572,0.8119925248998873,0.1462778121573213,-0.0993508962923035,0.1962872052035429,1.0274001251499514,-0.6023041799098604,0.924148607421488,0.4744248467351998,0.5848284718184811,-0.2515847947130178,0.0840798948885056,0.2361760830873537,2.6364779375244622,-0.817153055674231,-0.4995494834414414,-0.1791234978415937,-0.1650439593454976,-0.2233624999412901,-0.8835015398605934,0.6481765068835115,-0.5013723817916548,-0.1550403125804276,-0.0091573868925268,10098.14,0
48087,-0.3489652368984825,-0.5277000585228122,1.6962335458414255,-0.1736252596038743,-0.3324778461203158,1.2296784871556017,0.8372166025803564,0.0338511999887907,0.1991713618725147,0.2431196326829391,-0.1606553903399945,0.8337062130217758,-0.7948920932802829,0.9948045107451712,0.5344176712965485,0.4972517688571021,0.4794549814043991,0.8632712427442634,0.0849547790007017,0.6366253618710055,0.0599163671543463,0.3152793416096998,0.8421913100831392,-0.0769259647880448,0.384756980045435,-0.6163128574794295,-0.3947797866012255,0.0117188497873315,13939.7,0
86816,-0.4843927292938709,-0.8504253522229208,0.974423551255576,-0.0727500914887227,1.5833930612139493,-1.1837628595579472,0.2558746010573112,-0.1685019004601267,0.1724926556503226,0.3662889796097503,-0.6000694483707809,0.1958912436301113,-0.820242023428516,0.2370164064953683,1.99991465686107,0.5122020642471581,1.0832430057206508,0.8528551912248002,0.5147357652100711,0.2032116404898583,-0.1104803749004769,-0.4292755003637535,-0.0786148298542209,0.5601612695311297,0.6081818538977751,1.1497800539447252,-0.5209752301164007,1.1191570911827422,23954.04,0
243800,0.2886670482919307,-0.4268075431715834,0.8114745618960872,-1.3031454344641324,0.3998745273402827,-0.1507198924954712,0.6390420860013294,-0.2059279931683733,1.3271996988195576,0.3452212909510517,-1.6086842070734175,0.4769069305711605,-0.6514332648614735,0.6010252392070686,-0.340201468374356,0.8993881321094093,0.0838443223121342,0.5230444719419011,-2.0208832899696505,-0.5150622946764547,0.0609525672413023,1.3816683106993362,0.2083071535058404,-0.0311917261032597,-2.993241578550111,-2.1208228380230363,0.0123754020895859,0.2461811352813102,16981.62,0
59882,0.9058844696253368,-0.5757707634784788,0.9018670299694572,-0.4050826339287628,0.0771593617783737,0.7912616582098784,0.2501340366279936,-0.1135124395851449,1.0104076025792983,0.4843948762474999,-1.3764161689234384,1.0238383221117509,1.103421337015982,0.4793540986489084,1.0272393023981474,0.6349079806760165,0.3227627603068253,0.1648567048216747,-0.4731140264604935,-0.0780195401078146,-0.0585557541494675,0.354248963875648,-0.2152268816925694,-1.1410041503781374,0.5296468181206219,1.3447090072147565,-0.2220447812223553,-0.0415949041521439,23662.41,0
544806,1.519404100452991,-0.1625946408937765,-0.3011090399768049,-0.1951591535586366,0.8657462981011045,-0.4255707048517713,0.7689956713882233,-0.2377687190664666,0.570697462564016,0.1229014650800021,-0.491862213896134,0.4063080450595347,-0.4921285808777315,-0.1679462440059198,0.3600889229277384,0.4983052789822078,1.6572153835355543,0.9616145219573912,-0.6847882434021081,-0.3289771432558241,-0.1137795726482175,0.122936328158192,-0.2290195514983916,0.3945160808064031,1.3232643437623066,-0.5839023171244097,-0.2171165634305735,-0.0349338802978607,13760.81,1
123219,0.0736154046879077,-0.0951082225779791,1.0420561204694332,-0.690193422893759,0.4504991738049074,0.1885700152165116,0.7229419940011176,-0.1630685358541599,0.2643168106720691,0.3951242382498033,-1.2548499986884647,0.5454558016920278,0.8086980422399134,0.4398942479623112,1.0506653812669935,0.9051548712981636,0.3412246722146335,0.3719283513369535,-0.0274891436910596,0.027542504771742,-0.229210486064659,-0.7480636661641512,-0.1299685632213147,-0.83986634244794,-0.1324388304629726,0.2883779810615883,0.0552553731911506,0.1208306222279133,23683.23,0
158898,1.661697994720785,-0.134838446916524,0.1203157844181493,0.6602581449932743,0.4974452908573335,-0.3548823848056254,0.8256290996674145,-0.2728948007584168,-0.3819777589639969,1.4467853846825536,-0.6140682634431266,1.145624416361702,1.2429061079766992,1.010284207902038,-0.9389023143658304,0.5968759149151698,0.2929921308314069,-0.2643894850450534,-1.9583460882903496,-0.419576693879005,-0.0367764002297523,0.4701993468246444,0.1288452535977246,2.101756365213743,0.259308351222661,0.0431455862028526,-0.3169024648623068,-0.2253772909731535,3134.49,0
314288,0.2042094636986376,-0.0722026223808377,0.1604181260459072,0.0230427015662579,0.9085693755373248,-0.4849350860974319,0.6020064226477616,-0.1737339054802943,0.4378131992268407,-0.1247799961812491,-0.1445167081370366,0.4104727924855411,-0.1703279430434835,-0.6283566183351905,-0.0933468873486518,1.3093910835338876,2.4801847200974247,1.4677433209535038,-1.4187282391767897,-0.2562712910120409,-0.2466587157829629,-0.7235914096579055,-0.272573397085901,-0.0078738443853235,0.8854806245380814,-0.9992915072635532,-0.1723341782172165,0.2139287994133767,22626.84,1
502119,0.4781090020618136,0.6357889740996528,-0.8208406819770966,1.2715652471705825,0.988450887458834,-1.1624734503029763,0.150058302304058,-0.1069693859500494,-0.5485078990199436,-0.6611152401991752,1.0301915863210145,-1.219044156585195,-0.0033997890767332,-1.203928808382552,-0.2503646874633395,0.0016770442823342,1.0274275708676883,1.0648709934162763,-1.8800461108942428,0.184609455062316,-0.0230728486366062,-0.4451886173073511,-0.3558243574214207,-1.0626191013460362,1.190522474998603,1.1249603610798495,0.4674019199190091,0.7060714238222289,9523.91,1
288658,-0.0516321786543964,0.837214653812415,-0.8957975032304448,1.435653570932881,0.630268106160459,-0.7679616077096186,-0.1740198373858594,0.0831938721956627,-1.4912504042846673,-0.8074098122711034,1.28620871149647,-0.9607974955296336,0.5873110663199335,-1.5501195056444548,0.5559224669060473,-0.4407074299520944,-0.0994927594399339,0.7651735236891912,0.6412304530268296,0.6923915935224192,0.1206447229680695,-0.3453009340633475,-0.2790288587328951,-1.739479797492682,-0.2526462636275265,1.157367179186905,0.7652005950301927,0.8272776396783919,22935.96,1
66883,-0.2586750664718885,-0.012033771756435,0.7951692730574705,-0.1104156421830808,0.0340847632437794,-0.0149669385883434,0.399126730114728,0.0245867490747476,0.0825671928969845,0.5053447982438896,-1.2468986261578028,0.5373193219970028,-0.2653300175023719,1.389644638975708,1.5031845600318685,0.4235774136096276,0.52678293739679,0.5731498802854806,0.2878150525676782,-0.2471052709880033,-0.0100732053338732,0.4332948247568042,-0.1843837929220665,0.8534480268421208,-0.2979817111513055,-0.4851884671254319,-0.1452228085460593,-0.0794165196809609,13789.09,0
